32,1
30,1
30,1
30,1
30,1
30,1
29,1
29,1
29,1
37,0
37,0
37,0
36,1
36,1
13,1
31,1
16,1
31,1
12,1
12,1
12,1
26,1
26,1
26,1
25,1
25,1
25,1
4,1
4,1
4,1
4,1
4,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
23,1
30,1
23,1
23,1
23,1
23,1
23,1
29,1
18,1
29,1
23,1
23,1
23,1
23,1
4,1
4,1
29,1
29,1
29,1
29,1
15,1
27,1
29,1
29,1
29,1
29,1
29,1
29,1
20,1
20,1
28,1
29,1
15,1
15,1
15,1
28,1
19,1
28,1
28,1
28,1
28,1
20,1
35,1
35,1
35,1
19,1
36,1
19,1
19,1
19,1
32,1
32,1
32,1
32,1
32,1
31,1
31,1
9,1
9,1
9,1
32,1
2,1
2,1
2,1
31,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
26,1
26,1
26,1
30,1
30,1
30,1
12,1
30,1
18,1
26,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
37,0
24,1
24,1
11,1
11,1
11,1
13,1
13,1
13,1
37,0
37,0
37,0
37,0
37,0
31,1
31,1
31,1
34,1
34,1
34,1
34,1
34,1
16,1
10,1
16,1
10,1
10,1
10,1
10,1
10,1
22,1
22,1
22,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
14,1
17,1
14,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
4,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
25,1
25,1
23,1
4,1
25,1
25,1
25,1
25,1
25,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
23,1
36,1
23,1
25,1
25,1
25,1
19,1
19,1
23,1
23,1
23,1
23,1
23,1
23,1
32,1
9,1
9,1
9,1
32,1
32,1
32,1
32,1
32,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
26,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
3,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
15,1
15,1
15,1
37,0
37,0
37,0
37,0
37,0
36,1
31,1
36,1
36,1
36,1
36,1
31,1
37,0
2,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
37,0
37,0
11,1
14,1
14,1
14,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
4,1
25,1
25,1
4,1
4,1
4,1
4,1
4,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
32,1
32,1
32,1
23,1
32,1
32,1
32,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
23,1
25,1
25,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
23,1
23,1
23,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
32,1
32,1
32,1
32,1
29,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
25,1
25,1
25,1
23,1
18,1
18,1
18,1
18,1
26,1
26,1
30,1
30,1
30,1
30,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
27,1
37,0
27,1
27,1
27,1
27,1
3,1
3,1
29,1
29,1
29,1
29,1
29,1
29,1
3,1
29,1
3,1
29,1
29,1
29,1
29,1
29,1
29,1
20,1
13,1
20,1
13,1
13,1
13,1
13,1
13,1
28,1
28,1
28,1
15,1
13,1
15,1
13,1
15,1
15,1
15,1
15,1
15,1
15,1
27,1
25,1
25,1
19,1
19,1
19,1
19,1
19,1
19,1
28,1
28,1
28,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
20,1
21,1
21,1
13,1
31,1
31,1
31,1
35,1
35,1
35,1
35,1
31,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
13,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
31,1
32,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
12,1
12,1
12,1
9,1
9,1
9,1
16,1
9,1
9,1
9,1
9,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
31,1
2,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
12,1
26,1
6,1
26,1
6,1
6,1
6,1
6,1
6,1
30,1
6,1
30,1
30,1
30,1
6,1
6,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
18,1
18,1
18,1
24,1
24,1
24,1
24,1
24,1
26,1
26,1
26,1
26,1
26,1
26,1
11,1
11,1
11,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
24,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
11,1
11,1
11,1
11,1
26,1
13,1
13,1
13,1
36,1
36,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
7,1
37,0
37,0
7,1
17,1
17,1
17,1
31,1
31,1
31,1
31,1
31,1
16,1
16,1
16,1
31,1
31,1
31,1
10,1
16,1
16,1
16,1
10,1
10,1
10,1
8,1
8,1
8,1
8,1
7,1
12,1
12,1
12,1
10,1
12,1
10,1
8,1
10,1
16,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
8,1
10,1
10,1
10,1
10,1
8,1
10,1
22,1
22,1
22,1
14,1
14,1
14,1
14,1
14,1
12,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
8,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
17,1
17,1
17,1
17,1
8,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
28,1
29,1
29,1
28,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
23,1
23,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
9,1
9,1
9,1
32,1
32,1
9,1
32,1
32,1
9,1
30,1
30,1
30,1
30,1
30,1
30,1
26,1
30,1
30,1
24,1
24,1
24,1
24,1
24,1
15,1
15,1
37,0
37,0
37,0
36,1
36,1
36,1
36,1
36,1
16,1
16,1
16,1
16,1
16,1
12,1
12,1
12,1
12,1
12,1
11,1
11,1
11,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
32,1
32,1
23,1
23,1
23,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
30,1
30,1
30,1
30,1
30,1
23,1
23,1
23,1
23,1
30,1
30,1
23,1
23,1
29,1
18,1
18,1
18,1
18,1
25,1
25,1
23,1
23,1
23,1
30,1
23,1
30,1
29,1
4,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
27,1
27,1
27,1
27,1
27,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
20,1
20,1
20,1
20,1
13,1
33,1
33,1
33,1
15,1
15,1
15,1
15,1
15,1
19,1
19,1
19,1
19,1
19,1
28,1
21,1
28,1
21,1
21,1
21,1
21,1
20,1
31,1
35,1
35,1
35,1
35,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
21,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
31,1
31,1
31,1
31,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
2,1
2,1
2,1
2,1
2,1
2,1
30,1
30,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
26,1
26,1
26,1
6,1
6,1
30,1
30,1
30,1
30,1
12,1
12,1
12,1
12,1
12,1
18,1
18,1
18,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
37,0
37,0
37,0
24,1
37,0
24,1
11,1
37,0
37,0
11,1
11,1
11,1
13,1
13,1
13,1
13,1
13,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
31,1
31,1
31,1
31,1
31,1
31,1
31,1
34,1
34,1
10,1
10,1
8,1
8,1
7,1
12,1
12,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
22,1
22,1
22,1
14,1
14,1
12,1
14,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
37,0
37,0
11,1
37,0
17,1
17,1
17,1
17,1
17,1
17,1
14,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
4,1
4,1
23,1
23,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
29,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
23,1
4,1
4,1
29,1
29,1
25,1
25,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
36,1
36,1
36,1
36,1
36,1
23,1
25,1
25,1
25,1
19,1
19,1
32,1
32,1
32,1
32,1
32,1
23,1
32,1
32,1
32,1
32,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
32,1
32,1
32,1
30,1
30,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
26,1
26,1
26,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
3,1
3,1
3,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
13,1
13,1
15,1
15,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
31,1
31,1
31,1
31,1
31,1
36,1
31,1
31,1
31,1
34,1
34,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
22,1
22,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
8,1
8,1
37,0
37,0
37,0
37,0
11,1
11,1
11,1
11,1
14,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
19,1
19,1
4,1
28,1
25,1
25,1
4,1
4,1
4,1
4,1
4,1
4,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
32,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
23,1
30,1
30,1
23,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
32,1
32,1
32,1
32,1
32,1
32,1
29,1
29,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
25,1
18,1
18,1
25,1
18,1
18,1
18,1
18,1
26,1
26,1
26,1
26,1
30,1
30,1
30,1
30,1
30,1
28,1
28,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
4,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
37,0
37,0
37,0
37,0
37,0
27,1
37,0
37,0
37,0
3,1
3,1
29,1
29,1
29,1
29,1
29,1
27,1
3,1
3,1
3,1
3,1
3,1
3,1
29,1
29,1
29,1
29,1
29,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
28,1
28,1
13,1
28,1
13,1
13,1
13,1
13,1
13,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
37,0
25,1
25,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
28,1
19,1
19,1
21,1
21,1
19,1
19,1
19,1
19,1
19,1
21,1
21,1
21,1
21,1
21,1
13,1
13,1
13,1
31,1
31,1
31,1
31,1
31,1
35,1
31,1
31,1
31,1
31,1
31,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
31,1
31,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
12,1
12,1
12,1
12,1
12,1
9,1
12,1
12,1
16,1
16,1
16,1
9,1
9,1
9,1
9,1
9,1
9,1
16,1
16,1
16,1
16,1
2,1
2,1
2,1
2,1
2,1
2,1
31,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
30,1
9,1
9,1
12,1
9,1
9,1
12,1
12,1
12,1
12,1
26,1
22,1
26,1
22,1
22,1
6,1
22,1
22,1
22,1
22,1
22,1
26,1
6,1
6,1
30,1
6,1
6,1
6,1
6,1
22,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
18,1
24,1
24,1
18,1
24,1
24,1
24,1
24,1
24,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
11,1
11,1
11,1
11,1
11,1
26,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
11,1
11,1
26,1
13,1
36,1
37,0
13,1
37,0
37,0
37,0
36,1
34,1
13,1
13,1
37,0
37,0
37,0
37,0
37,0
37,0
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
17,1
8,1
17,1
31,1
31,1
16,1
31,1
16,1
16,1
16,1
16,1
16,1
31,1
31,1
31,1
31,1
16,1
16,1
16,1
16,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
8,1
8,1
8,1
12,1
12,1
12,1
12,1
12,1
12,1
8,1
8,1
8,1
16,1
10,1
10,1
10,1
10,1
10,1
10,1
8,1
8,1
8,1
8,1
8,1
10,1
8,1
8,1
8,1
8,1
8,1
22,1
14,1
14,1
22,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
17,1
17,1
17,1
17,1
17,1
17,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
25,1
25,1
25,1
25,1
25,1
32,1
32,1
32,1
32,1
32,1
30,1
30,1
30,1
30,1
30,1
29,1
29,1
29,1
37,0
37,0
37,0
13,1
36,1
13,1
31,1
31,1
31,1
12,1
12,1
12,1
26,1
26,1
26,1
25,1
25,1
25,1
4,1
4,1
4,1
4,1
4,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
29,1
29,1
29,1
23,1
23,1
23,1
23,1
4,1
4,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
28,1
20,1
28,1
29,1
15,1
29,1
15,1
28,1
28,1
28,1
28,1
28,1
28,1
20,1
35,1
35,1
36,1
19,1
19,1
19,1
19,1
19,1
32,1
32,1
32,1
36,1
36,1
36,1
31,1
9,1
9,1
9,1
31,1
2,1
31,1
2,1
31,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
26,1
26,1
26,1
30,1
30,1
30,1
30,1
30,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
3,1
24,1
24,1
11,1
11,1
11,1
13,1
13,1
13,1
37,0
37,0
37,0
37,0
37,0
31,1
31,1
31,1
34,1
34,1
34,1
34,1
34,1
16,1
16,1
16,1
16,1
10,1
10,1
10,1
10,1
22,1
22,1
22,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
14,1
14,1
14,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
4,1
25,1
25,1
25,1
25,1
25,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
29,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
23,1
23,1
23,1
25,1
25,1
25,1
19,1
19,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
9,1
9,1
9,1
32,1
32,1
32,1
32,1
32,1
9,1
9,1
32,1
9,1
9,1
9,1
9,1
26,1
26,1
30,1
30,1
30,1
30,1
30,1
30,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
3,1
3,1
24,1
24,1
24,1
24,1
24,1
24,1
15,1
15,1
15,1
37,0
37,0
37,0
37,0
37,0
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
37,0
37,0
11,1
14,1
14,1
14,1
14,1
14,1
25,1
25,1
25,1
25,1
25,1
4,1
4,1
4,1
25,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
28,1
4,1
28,1
28,1
28,1
28,1
28,1
32,1
32,1
32,1
23,1
23,1
23,1
32,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
25,1
25,1
25,1
25,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
23,1
23,1
23,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
32,1
32,1
32,1
32,1
29,1
29,1
29,1
18,1
18,1
18,1
18,1
18,1
25,1
25,1
25,1
18,1
18,1
18,1
18,1
18,1
26,1
26,1
30,1
30,1
30,1
30,1
28,1
28,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
20,1
20,1
20,1
13,1
13,1
13,1
13,1
13,1
28,1
28,1
28,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
27,1
15,1
27,1
27,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
28,1
28,1
28,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
20,1
20,1
20,1
20,1
31,1
31,1
31,1
35,1
35,1
35,1
35,1
35,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
13,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
31,1
9,1
12,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
26,1
26,1
26,1
6,1
6,1
6,1
6,1
6,1
30,1
30,1
30,1
12,1
30,1
12,1
6,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
18,1
18,1
18,1
24,1
24,1
24,1
24,1
24,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
24,1
24,1
24,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
11,1
11,1
11,1
11,1
11,1
13,1
13,1
13,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
17,1
17,1
17,1
17,1
17,1
31,1
31,1
31,1
31,1
31,1
16,1
16,1
16,1
31,1
31,1
31,1
10,1
16,1
10,1
10,1
10,1
10,1
10,1
8,1
8,1
8,1
8,1
7,1
12,1
12,1
12,1
10,1
10,1
10,1
10,1
10,1
16,1
16,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
22,1
22,1
22,1
14,1
14,1
14,1
14,1
14,1
12,1
14,1
12,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
8,1
8,1
8,1
8,1
8,1
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
17,1
17,1
17,1
17,1
8,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
28,1
29,1
28,1
28,1
28,1
28,1
29,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
23,1
23,1
25,1
25,1
25,1
25,1
25,1
25,1
23,1
23,1
23,1
23,1
23,1
23,1
23,1
9,1
9,1
9,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
32,1
9,1
9,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
29,1
24,1
24,1
29,1
24,1
24,1
24,1
24,1
15,1
15,1
37,0
37,0
37,0
37,0
37,0
37,0
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
12,1
12,1
12,1
12,1
